feature,importance,normalized_importance
thumb_pixel_155,0.0014967000573868252,0.0014967000573868252
thumb_pixel_132,0.0014911020348524794,0.0014911020348524794
thumb_pixel_172,0.0014905866100827754,0.0014905866100827754
thumb_pixel_173,0.0014795830367232306,0.0014795830367232306
thumb_pixel_216,0.0014788238680996152,0.0014788238680996152
thumb_pixel_147,0.0014775116137968882,0.0014775116137968882
thumb_pixel_087,0.001460511368718707,0.001460511368718707
thumb_pixel_070,0.001457389879489561,0.001457389879489561
thumb_pixel_088,0.0014496212992587305,0.0014496212992587305
thumb_pixel_117,0.0014328819690984666,0.0014328819690984666
thumb_pixel_150,0.0014084068083776984,0.0014084068083776984
thumb_pixel_151,0.001405594951161993,0.001405594951161993
thumb_pixel_203,0.0013955827578120618,0.0013955827578120618
thumb_pixel_165,0.0013872547793661821,0.0013872547793661821
thumb_pixel_200,0.0013868227791401185,0.0013868227791401185
thumb_pixel_100,0.0013771888915802453,0.0013771888915802453
thumb_pixel_101,0.0013740300899242898,0.0013740300899242898
thumb_pixel_107,0.0013537721974883983,0.0013537721974883983
thumb_pixel_055,0.0013518084962312158,0.0013518084962312158
thumb_pixel_184,0.0013374331155873024,0.0013374331155873024
thumb_pixel_051,0.0013322145871435503,0.0013322145871435503
gray_hist_15,0.0013284390056753517,0.0013284390056753517
thumb_pixel_084,0.0013232956683843142,0.0013232956683843142
thumb_pixel_219,0.0013158790798330753,0.0013158790798330753
gray_mean,0.001315785166026271,0.001315785166026271
thumb_pixel_187,0.0012986179661208066,0.0012986179661208066
thumb_pixel_133,0.0012983508445089265,0.0012983508445089265
thumb_pixel_139,0.0012866793107878657,0.0012866793107878657
thumb_pixel_255,0.0012552055753763996,0.0012552055753763996
thumb_pixel_170,0.0012397593487134119,0.0012397593487134119
thumb_pixel_188,0.0012337233451125698,0.0012337233451125698
thumb_pixel_242,0.0012250039192027277,0.0012250039192027277
blue_hist_06,0.001215392217765063,0.001215392217765063
thumb_pixel_067,0.001199711717169596,0.001199711717169596
thumb_pixel_085,0.0011956646867860008,0.0011956646867860008
thumb_pixel_102,0.0011837308400644447,0.0011837308400644447
thumb_pixel_182,0.001175951684655799,0.001175951684655799
